date,name_ta_rep,province_rep,city_rep,school_rep,repeat_index,name_first_learner,name_second_learner,name_full,letters_correct_a1,letters_correct,submission_date,assessment_phase
3/24/25,Ta 107,,Gqeberha,School 30,9,a,b,Learner 7704,3,3,3/24/25,Initial
3/24/25,Ta 108,,Gqeberha,School 30,1,a,b,Learner 7828,3,3,3/24/25,Initial
3/24/25,Ta 108,,Gqeberha,School 30,4,a,b,Learner 1554,4,4,3/24/25,Initial
3/24/25,Ta 108,,Gqeberha,School 30,10,a,b,Learner 2582,4,4,3/24/25,Initial
3/24/25,Ta 107,,Gqeberha,School 30,10,a,b,Learner 4325,4,4,3/24/25,Initial
3/24/25,Ta 108,,Gqeberha,School 30,8,a,b,Learner 4691,4,4,3/24/25,Initial
3/24/25,Ta 107,,Gqeberha,School 30,5,a,b,Learner 2133,5,5,3/24/25,Initial
3/24/25,Ta 107,,Gqeberha,School 30,4,a,b,Learner 4536,5,5,3/24/25,Initial
3/24/25,Ta 108,,Gqeberha,School 30,9,a,b,Learner 5996,5,5,3/24/25,Initial
3/24/25,Ta 107,,Gqeberha,School 30,3,a,b,Learner 6399,5,5,3/24/25,Initial
3/17/25,Ta 108,,Gqeberha,School 31,3,a,b,Learner 2088,0,0,3/17/25,Initial
3/18/25,Ta 108,,Gqeberha,School 31,1,a,b,Learner 4601,0,0,3/18/25,Initial
3/18/25,Ta 108,,Gqeberha,School 31,5,a,b,Learner 4642,0,0,3/18/25,Initial
3/17/25,Ta 108,,Gqeberha,School 31,4,a,b,Learner 6317,0,0,3/17/25,Initial
3/18/25,Ta 108,,Gqeberha,School 31,4,a,b,Learner 7822,0,0,3/18/25,Initial
3/18/25,Ta 108,,Gqeberha,School 31,3,a,b,Learner 1023,2,2,3/18/25,Initial
3/17/25,Ta 108,,Gqeberha,School 31,2,a,b,Learner 4069,2,2,3/17/25,Initial
3/18/25,Ta 108,,Gqeberha,School 31,2,a,b,Learner 5530,3,3,3/18/25,Initial
3/17/25,Ta 108,,Gqeberha,School 31,1,a,b,Learner 4822,4,4,3/17/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,5,a,b,Learner 2052,0,0,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,9,a,b,Learner 5673,0,0,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,6,a,b,Learner 5699,0,0,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,4,a,b,Learner 5958,0,0,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,1,a,b,Learner 7872,0,0,3/20/25,Initial
3/18/25,Ta 107,,Gqeberha,School 31,5,a,b,Learner 8028,0,0,3/18/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,3,a,b,Learner 3677,3,3,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,7,a,b,Learner 4691,3,3,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,2,a,b,Learner 3678,4,4,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,11,a,b,Learner 7174,4,4,3/20/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,8,a,b,Learner 825,6,6,3/20/25,Initial
3/18/25,Ta 107,,Gqeberha,School 31,2,a,b,Learner 6335,11,11,3/18/25,Initial
3/18/25,Ta 107,,Gqeberha,School 31,1,a,b,Learner 8176,13,13,3/18/25,Initial
3/18/25,Ta 107,,Gqeberha,School 31,3,a,b,Learner 7085,15,15,3/18/25,Initial
3/20/25,Ta 107,,Gqeberha,School 31,10,a,b,Learner 6559,16,16,3/20/25,Initial
1/28/25,Ta 148,western_cape,Cape Town,School 33,1,a,b,Learner 7944,49,49,1/28/25,Initial
1/31/25,Ta 129,eastern_cape,Gqeberha,School 37,1,a,b,Learner 1457,0,0,1/31/25,Initial
1/31/25,Ta 129,eastern_cape,Gqeberha,School 37,2,a,b,Learner 2743,0,0,1/31/25,Initial
1/31/25,Ta 129,eastern_cape,Gqeberha,School 37,3,a,b,Learner 4393,0,0,1/31/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,26,a,b,Learner 3166,0,0,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,20,a,b,Learner 4508,0,0,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,31,a,b,Learner 7572,0,0,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,19,a,b,Learner 7660,0,0,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,22,a,b,Learner 2463,1,1,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,35,a,b,Learner 6072,1,1,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,11,a,b,Learner 1308,2,2,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,12,a,b,Learner 3305,2,2,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,24,a,b,Learner 6689,2,2,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,27,a,b,Learner 6727,2,2,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,18,a,b,Learner 3419,3,3,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,16,a,b,Learner 371,3,3,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,13,a,b,Learner 6424,3,3,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,21,a,b,Learner 7072,4,4,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,5,a,b,Learner 7231,4,4,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,6,a,b,Learner 4764,5,5,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,8,a,b,Learner 4226,6,6,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,9,a,b,Learner 2777,12,12,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,34,a,b,Learner 5035,12,12,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,32,a,b,Learner 6994,13,13,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,17,a,b,Learner 1617,14,14,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,2,a,b,Learner 5872,14,14,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,4,a,b,Learner 2507,15,15,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,23,a,b,Learner 3368,15,15,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,28,a,b,Learner 3756,15,15,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,3,a,b,Learner 1502,18,18,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,15,a,b,Learner 6935,19,19,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,7,a,b,Learner 4283,20,20,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,29,a,b,Learner 93,21,21,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,33,a,b,Learner 6250,23,23,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,25,a,b,Learner 7478,25,25,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,14,a,b,Learner 4717,27,27,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,30,a,b,Learner 7281,29,29,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,1,a,b,Learner 672,36,36,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,36,a,b,Learner 2949,40,40,1/23/25,Initial
1/23/25,Ta 82,eastern_cape,Port Elizabeth,School 37,10,a,b,Learner 4364,47,47,1/23/25,Initial
2/4/25,Ta 364,eastern_cape,Port Elizabeth,School 37,3,a,b,Learner 2829,0,0,2/4/25,Initial
2/4/25,Ta 364,eastern_cape,Port Elizabeth,School 37,12,a,b,Learner 5599,0,0,2/4/25,Initial
2/4/25,Ta 364,eastern_cape,Port Elizabeth,School 37,1,a,b,Learner 6067,0,0,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,8,a,b,Learner 6181,2,2,2/4/25,Initial
2/4/25,Ta 364,eastern_cape,Port Elizabeth,School 37,9,a,b,Learner 2437,4,4,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,7,a,b,Learner 867,4,4,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,2,a,b,Learner 5018,6,6,2/4/25,Initial
2/3/25,Ta 362,eastern_cape,Port Elizabeth,School 37,10,a,b,Learner 1158,8,8,2/3/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,3,a,b,Learner 1946,8,8,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,5,a,b,Learner 3340,8,8,2/4/25,Initial
1/31/25,Ta 362,eastern_cape,Port Elizabeth,School 37,1,a,b,Learner 3273,9,9,1/31/25,Initial
2/3/25,Ta 364,eastern_cape,Port Elizabeth,School 37,9,a,b,Learner 5020,9,9,2/3/25,Initial
2/4/25,Ta 364,eastern_cape,Port Elizabeth,School 37,10,a,b,Learner 6200,9,9,2/4/25,Initial
1/31/25,Ta 362,eastern_cape,Port Elizabeth,School 37,3,a,b,Learner 3774,10,10,1/31/25,Initial
2/3/25,Ta 364,eastern_cape,Port Elizabeth,School 37,2,a,b,Learner 2975,13,13,2/3/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,11,a,b,Learner 2177,14,14,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,1,a,b,Learner 419,15,15,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,13,a,b,Learner 6267,22,22,2/4/25,Initial
3/6/25,Ta 362,,Port Elizabeth,School 37,2,a,b,Learner 94,23,23,3/6/25,Initial
3/6/25,Ta 362,,Port Elizabeth,School 37,4,a,b,Learner 4661,24,24,3/6/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,10,a,b,Learner 1695,25,25,2/4/25,Initial
3/6/25,Ta 362,,Port Elizabeth,School 37,1,a,b,Learner 1618,29,29,3/6/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,8,a,b,Learner 6837,37,37,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,3,a,b,Learner 3403,38,38,2/4/25,Initial
2/4/25,Ta 362,eastern_cape,Port Elizabeth,School 37,14,a,b,Learner 1576,40,40,2/4/25,Initial
1/31/25,Ta 364,eastern_cape,Port Elizabeth,School 37,1,a,b,Learner 4660,42,42,1/31/25,Initial
3/26/25,Ta 255,eastern_cape,Bhayi,School 37,1,a,b,Learner 3239,39,39,3/26/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,8,a,b,Learner 3436,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,24,a,b,Learner 3636,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,26,a,b,Learner 595,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,7,a,b,Learner 6014,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,25,a,b,Learner 6359,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,22,a,b,Learner 6611,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,32,a,b,Learner 7250,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,12,a,b,Learner 917,0,0,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,31,a,b,Learner 3581,1,1,1/23/25,Initial
4/9/25,Ta 369,,Port Elizabeth,School 37,2,a,b,Learner 2761,2,2,4/9/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,21,a,b,Learner 6657,3,3,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,11,a,b,Learner 4917,5,5,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,4,a,b,Learner 5263,10,10,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,3,a,b,Learner 2909,13,13,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,16,a,b,Learner 5023,13,13,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,33,a,b,Learner 5142,13,13,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,6,a,b,Learner 6548,18,18,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,17,a,b,Learner 7610,27,27,1/23/25,Initial
1/23/25,Ta 370,eastern_cape,Gqeberha,School 37,1,a,b,Learner 2503,31,31,1/23/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 37,2,a,b,Learner 1475,0,0,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 37,4,a,b,Learner 5963,0,0,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 37,5,a,b,Learner 881,0,0,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 37,1,a,b,Learner 6537,2,2,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 37,3,a,b,Learner 579,3,3,1/31/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,5,a,b,Learner 5585,0,0,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,14,a,b,Learner 5615,0,0,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,8,a,b,Learner 7546,0,0,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,3,a,b,Learner 7645,3,3,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,6,a,b,Learner 6986,6,6,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,4,a,b,Learner 3250,14,14,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,11,a,b,Learner 5614,14,14,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,13,a,b,Learner 739,14,14,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,12,a,b,Learner 7482,14,14,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,10,a,b,Learner 7025,20,20,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,9,a,b,Learner 906,21,21,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,7,a,b,Learner 3130,22,22,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,1,a,b,Learner 757,24,24,2/3/25,Initial
2/3/25,Ta 24,eastern_cape,Port Elizabeth,School 37,2,a,b,Learner 577,27,27,2/3/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,1,a,b,Learner 1640,0,0,1/31/25,Initial
2/5/25,Ta 95,eastern_cape,Port Elizabeth,School 38,1,a,b,Learner 4113,0,0,2/5/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,9,a,b,Learner 5462,0,0,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,4,a,b,Learner 5760,0,0,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,7,a,b,Learner 5891,0,0,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,6,a,b,Learner 5968,0,0,1/31/25,Initial
2/3/25,Ta 95,eastern_cape,Port Elizabeth,School 38,3,a,b,Learner 8003,0,0,2/3/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,11,a,b,Learner 8074,0,0,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,10,a,b,Learner 5463,1,1,1/31/25,Initial
1/31/25,Ta 95,eastern_cape,Port Elizabeth,School 38,3,a,b,Learner 6737,2,2,1/31/25,Initial
1/29/25,Ta 95,eastern_cape,Port Elizabeth,School 38,1,a,b,Learner 7147,2,2,1/29/25,Initial
1/28/25,Ta 95,eastern_cape,Port Elizabeth,School 38,1,a,b,Learner 5113,38,38,1/28/25,Initial
1/23/25,Ta 396,eastern_cape,Gqeberha,School 39,2,a,b,Learner 713,0,0,1/23/25,Initial
3/19/25,Ta 399,,Port elizabeth,School 39,1,a,b,Learner 3616,1,1,3/19/25,Initial
2/13/25,Ta 399,eastern_cape,Gqeberha,School 39,1,a,b,Learner 4246,3,3,2/13/25,Initial
1/23/25,Ta 396,eastern_cape,Gqeberha,School 39,12,a,b,Learner 631,4,4,1/23/25,Initial
1/23/25,Ta 396,eastern_cape,Gqeberha,School 39,14,a,b,Learner 2377,7,7,1/23/25,Initial
1/23/25,Ta 396,eastern_cape,Gqeberha,School 39,8,a,b,Learner 2551,8,8,1/23/25,Initial
1/22/25,Ta 399,eastern_cape,Gqeberha,School 39,19,a,b,Learner 1824,9,9,1/22/25,Initial
1/23/25,Ta 396,eastern_cape,Gqeberha,School 39,5,a,b,Learner 7354,9,9,1/23/25,Initial
1/22/25,Ta 399,eastern_cape,Gqeberha,School 39,18,a,b,Learner 7619,24,24,1/22/25,Initial
1/30/25,Ta 396,eastern_cape,Gqeberha,School 39,1,a,b,Learner 2640,26,26,1/30/25,Initial
1/23/25,Ta 396,eastern_cape,Gqeberha,School 39,7,a,b,Learner 5970,28,28,1/23/25,Initial
1/22/25,Ta 399,eastern_cape,Gqeberha,School 39,9,a,b,Learner 743,37,37,1/22/25,Initial
1/22/25,Ta 399,eastern_cape,Gqeberha,School 39,17,a,b,Learner 4403,45,45,1/22/25,Initial
1/24/25,Ta 129,eastern_cape,Gqeberha,School 39,6,a,b,Learner 1101,0,0,1/24/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,3,a,b,Learner 2439,0,0,1/23/25,Initial
1/29/25,Ta 131,eastern_cape,Gqeberha,School 39,1,a,b,Learner 300,0,0,1/29/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,4,a,b,Learner 3284,0,0,1/24/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,3,a,b,Learner 3526,0,0,1/24/25,Initial
1/31/25,Ta 131,eastern_cape,Gqeberha,School 39,3,a,b,Learner 4391,0,0,1/31/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,7,a,b,Learner 5723,0,0,1/23/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,7,a,b,Learner 7201,0,0,1/24/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,6,a,b,Learner 8017,0,0,1/24/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,6,a,b,Learner 8018,0,0,1/23/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,2,a,b,Learner 1845,6,6,1/23/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,2,a,b,Learner 4841,8,8,1/23/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,5,a,b,Learner 4577,11,11,1/24/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,2,a,b,Learner 1906,12,12,1/24/25,Initial
1/22/25,Ta 131,eastern_cape,Gqeberha,School 39,1,a,b,Learner 4153,12,12,1/22/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,3,a,b,Learner 8219,13,13,1/23/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,7,a,b,Learner 649,14,14,1/24/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,5,a,b,Learner 7158,14,14,1/24/25,Initial
1/22/25,Ta 131,eastern_cape,Gqeberha,School 39,3,a,b,Learner 1414,15,15,1/22/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,4,a,b,Learner 4522,19,19,1/24/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,6,a,b,Learner 5647,19,19,1/23/25,Initial
1/24/25,Ta 131,eastern_cape,Gqeberha,School 39,1,a,b,Learner 1046,20,20,1/24/25,Initial
1/24/25,Ta 129,eastern_cape,Gqeberha,School 39,2,a,b,Learner 2110,20,20,1/24/25,Initial
1/22/25,Ta 131,eastern_cape,Gqeberha,School 39,2,a,b,Learner 6092,22,22,1/22/25,Initial
1/22/25,Ta 131,eastern_cape,Gqeberha,School 39,5,a,b,Learner 3698,29,29,1/22/25,Initial
1/24/25,Ta 129,eastern_cape,Gqeberha,School 39,1,a,b,Learner 8032,30,30,1/24/25,Initial
1/24/25,Ta 129,eastern_cape,Gqeberha,School 39,3,a,b,Learner 3360,38,38,1/24/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,1,a,b,Learner 6926,44,44,1/23/25,Initial
1/23/25,Ta 129,eastern_cape,Gqeberha,School 39,5,a,b,Learner 6209,49,49,1/23/25,Initial
2/4/25,Ta 24,eastern_cape,Port Elizabeth,School 39,27,a,b,Learner 4009,0,0,2/4/25,Initial
2/4/25,Ta 24,eastern_cape,Port Elizabeth,School 39,9,a,b,Learner 4094,0,0,2/4/25,Initial
2/4/25,Ta 24,eastern_cape,Port Elizabeth,School 39,24,a,b,Learner 5153,0,0,2/4/25,Initial
2/4/25,Ta 24,eastern_cape,Port Elizabeth,School 39,29,a,b,Learner 6604,0,0,2/4/25,Initial
2/4/25,Ta 24,eastern_cape,Port Elizabeth,School 39,11,a,b,Learner 2064,1,1,2/4/25,Initial
2/4/25,Ta 24,eastern_cape,Port Elizabeth,School 39,12,a,b,Learner 4436,1,1,2/4/25,Initial
2/5/25,Ta 21,eastern_cape,Port Elizabeth,School 39,3,a,b,Learner 5,3,3,2/5/25,Initial
2/4/25,Ta 24,eastern_cape,Port Elizabeth,School 39,3,a,b,Learner 1771,4,4,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,11,a,b,Learner 1202,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,4,a,b,Learner 1215,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,15,a,b,Learner 1560,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,12,a,b,Learner 231,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,13,a,b,Learner 2478,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,2,a,b,Learner 3283,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,10,a,b,Learner 3913,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,5,a,b,Learner 3924,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,9,a,b,Learner 5070,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,3,a,b,Learner 5077,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,8,a,b,Learner 5668,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,1,a,b,Learner 6575,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,12,a,b,Learner 683,0,0,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,8,a,b,Learner 3352,1,1,2/4/25,Initial
2/4/25,Ta 130,eastern_cape,Gqeberha,School 39,14,a,b,Learner 1652,4,4,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,9,a,b,Learner 1045,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,11,a,b,Learner 2328,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,8,a,b,Learner 253,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,17,a,b,Learner 2867,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,13,a,b,Learner 3373,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,10,a,b,Learner 3680,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,25,a,b,Learner 5108,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,4,a,b,Learner 518,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,2,a,b,Learner 721,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,1,a,b,Learner 8047,0,0,2/4/25,Initial
2/4/25,Ta 305,eastern_cape,Gqeberha,School 40,29,a,b,Learner 5207,5,5,2/4/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,12,a,b,Learner 10,0,0,1/23/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,3,a,b,Learner 7769,0,0,1/23/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,5,a,b,Learner 8020,0,0,1/23/25,Initial
2/4/25,Ta 33,eastern_cape,Gqeberha,School 42,1,a,b,Learner 2511,1,1,2/4/25,Initial
1/22/25,Ta 37,eastern_cape,Gqeberha,School 42,7,a,b,Learner 4320,1,1,1/22/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,1,a,b,Learner 4621,1,1,1/23/25,Initial
1/22/25,Ta 37,eastern_cape,Gqeberha,School 42,9,a,b,Learner 3043,2,2,1/22/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,7,a,b,Learner 5744,2,2,1/23/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,2,a,b,Learner 6403,6,6,1/23/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,15,a,b,Learner 1243,7,7,1/23/25,Initial
1/22/25,Ta 37,eastern_cape,Gqeberha,School 42,12,a,b,Learner 7639,9,9,1/22/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,6,a,b,Learner 2027,10,10,1/23/25,Initial
1/23/25,Ta 37,eastern_cape,Gqeberha,School 42,13,a,b,Learner 1477,11,11,1/23/25,Initial
1/22/25,Ta 37,eastern_cape,Gqeberha,School 42,16,a,b,Learner 1965,18,18,1/22/25,Initial
1/22/25,Ta 37,eastern_cape,Gqeberha,School 42,8,a,b,Learner 1530,60,60,1/22/25,Initial
1/27/25,Ta 349,eastern_cape,Gqeberha,School 42,2,a,b,Learner 1114,0,0,1/27/25,Initial
1/28/25,Ta 348,eastern_cape,Gqeberha,School 42,5,a,b,Learner 1365,0,0,1/28/25,Initial
1/27/25,Ta 348,eastern_cape,Gqeberha,School 42,1,a,b,Learner 5032,0,0,1/27/25,Initial
